eps_num,iter,critic_loss,actor_loss,csc_samples_neg,csc_samples_pos,train_acc,snap_iter,beta_score,main_critic_loss,main_actor_loss,main_beta_score,main_prox_critic,main_prox_actor,main_avg_prox_coef,tidx,avg_rewards,one_raw_reward
200,10000,0.0031389358104206623,0.08355946242809295,200,204,0.9381188118811881,10,1.0,0.3849106526374817,0.17900118052959443,0.4834241,0.33785210132598875,0.2054381227493286,0.09999999999999998,0,-3.8604635624417143,-2.3500688433195163
200,10000,0.003585061093326658,0.07946865186095238,200,204,0.9381188118811881,10,1.0,0.40285671830177305,0.16812328279018401,0.46842915,0.43104547590017317,0.23964855179190636,0.09999999999999998,1,-3.3891669225776706,-1.8824336327809965
250,20000,19.715443181991578,-14.597538375854493,200,204,0.8638613861386139,10,1.0,1.7156956899166107,-3.926981201171875,0.3748949,1.726716914176941,0.4437682032585144,0.09999999999999998,0,302.48644510918234,374.08586842143546
250,20000,7.752110481262207,-3.201715517044067,200,204,0.7202970297029703,10,1.0,3.2796323823928835,-4.552152519226074,0.9499117,2.15112473487854,0.7385099053382873,0.09999999999999998,1,-34.45826751473658,-17.49709815392786
300,30000,79.64317541122436,-42.7412612915039,200,204,0.8044554455445545,10,1.0,9.614618902206422,-31.53696174621582,0.82925683,1.3789714360237122,0.5545582365989685,0.09999999999999998,0,501.2619989091696,428.59312868814555
300,30000,29.116653060913087,1.8296966791152953,200,204,0.8415841584158416,10,1.0,4.9517056226730345,-3.301353416442871,0.58206666,1.4283269560337066,0.7476403033733368,0.09999999999999998,1,-0.4316569473472368,33.00892044932079
350,40000,63.750205993652344,-62.28547134399414,200,204,0.801980198019802,10,1.0,11.698131065368653,-29.246240539550783,0.44321814,1.703558177947998,0.5382537496089935,0.09999999999999998,0,517.5574884552468,455.76073553861676
350,40000,43.46395359039307,9.420568609237671,200,204,0.9034653465346535,10,1.0,7.906283922195435,2.319751811027527,0.82462466,1.4147255837917327,0.9518777918815613,0.09999999999999998,1,18.849490379999015,46.34449395409489
400,50000,119.74806175231933,-114.67865295410157,200,204,0.7846534653465347,10,1.0,15.576179046630859,-53.66456832885742,0.49717468,2.1664677906036376,0.5978502416610718,0.09999999999999998,0,531.6779841886533,587.448067844833
400,50000,25.901232528686524,-7.4560781955719,200,204,0.7896039603960396,10,1.0,14.552805347442627,-5.76754056930542,0.7676646,1.962364752292633,0.952471308708191,0.09999999999999998,1,109.17861451408181,79.70172566820777
450,60000,176.5187255859375,-150.3686767578125,200,204,0.7846534653465347,10,1.0,46.22571983337402,-78.75570983886719,0.59452426,2.2994932961463928,0.5774774503707886,0.09999999999999998,0,573.0866198912099,673.651056210857
450,60000,24.980889892578126,-2.640078806877136,200,204,0.8118811881188119,10,1.0,13.485321311950683,-4.547332916259766,0.78267944,2.1923972868919375,1.0360803198814392,0.09999999999999998,1,110.9668783930312,82.888683683643
500,70000,167.7598960876465,-173.5299530029297,200,204,0.806930693069307,10,1.0,39.1575891494751,-123.8348892211914,0.828808,1.9713862109184266,0.7596010303497315,0.09999999999999998,0,478.7589750264966,709.4367030658154
500,70000,38.071276092529295,0.7163906574249268,200,204,0.806930693069307,10,1.0,13.851536064147949,-1.711725435256958,0.51801306,3.090334177017212,1.1226653456687927,0.09999999999999998,1,185.35418332048792,206.1910959811263
550,80000,184.62509269714354,-198.8876708984375,200,204,0.7648514851485149,10,1.0,61.125923767089844,-127.4518975830078,0.79173225,2.083841655254364,0.7199480652809143,0.09999999999999998,0,673.1670510785104,625.4289146794532
550,80000,51.01277866363525,1.9331861972808837,200,204,0.7648514851485149,10,1.0,10.72132348060608,-3.611835641860962,0.51861554,2.6229928302764893,0.8960850334167481,0.09999999999999998,1,227.89711619702965,240.87893483817263
600,90000,806.6969665527344,-206.8940460205078,200,204,0.8267326732673267,10,1.0,76.63670967102051,-104.12076110839844,0.5286915,3.2947762322425844,1.0319477009773255,0.09999999999999998,0,611.4076601595176,788.4836600934498
600,90000,85.8344799041748,0.6672764301300049,200,204,0.7846534653465347,10,1.0,53.88421844482422,-7.284847908020019,0.96768063,2.6092540407180786,0.9612182283401489,0.09999999999999998,1,245.24817456491587,222.69589930810417
650,100000,227.01840209960938,-250.3566680908203,200,204,0.7920792079207921,10,1.0,87.34506294250488,-136.61968292236327,0.6536168,1.8598588252067565,0.6966772246360778,0.09999999999999998,0,755.9788732753805,742.5539032144327
