eps_num,iter,critic_loss,actor_loss,csc_samples_neg,csc_samples_pos,train_acc,snap_iter,beta_score,main_critic_loss,main_actor_loss,main_beta_score,main_prox_critic,main_prox_actor,main_avg_prox_coef,tidx,avg_rewards,one_raw_reward
4105,100014,32.18095572292805,-13.222410678863525,14,200,0.9953271028037384,5,1.0,0.060114284961794814,-0.07404497787356376,0.015100467,1.5297682364781697,0.023437822982668877,0.1,100,66.23247992236008,66.12418567096698
4105,100014,38.09708193540573,-12.953114318847657,14,200,0.9953271028037384,5,1.0,0.02104253222544988,-0.013108447287231683,0.0012649044,1.6155176480611166,0.05461477562785148,0.1,101,66.4595966698301,66.29424885512687
4105,100014,22.232859992980956,-12.607126235961914,14,200,0.9953271028037384,5,1.0,0.010054789041168988,-0.00656378329731524,0.00038388142,1.2424946506818135,0.022834977507591246,0.1,102,66.30997079421215,66.22213381410586
4105,100014,18.685780715942382,-9.368872690200806,14,200,0.9813084112149533,5,1.0,0.22051288535197575,-1.2592453956604004,0.11040459,1.4827629526456196,0.026423199847340584,0.1,103,66.25270854565375,66.05294589515977
4105,100014,19.562586522102357,-10.313048458099365,14,200,0.9953271028037384,5,1.0,0.08051918316632509,-0.07457144483923912,0.01762619,1.5058876593907675,0.06698831990361213,0.1,104,65.99771586802058,66.01984469642103
4105,100014,19.33592290878296,-9.819266510009765,14,200,1.0,5,1.0,0.003490252629853785,-0.002126857580151409,0.00011161344,1.1055872956911723,0.049200348742306235,0.1,105,66.16960883285051,66.22846399380748
4105,100014,37.40734665989876,-13.177122116088867,14,200,0.9906542056074766,5,1.0,0.07553843309481939,-0.11640606224536895,0.012478394,1.7647020061810812,0.05701127797365189,0.1,106,66.11733414142365,66.22285856544647
4105,100014,14.288867235183716,-9.169970226287841,14,200,0.9953271028037384,5,1.0,0.10870865484078725,-0.05196468532085419,0.011656852,1.6073357303937277,0.062454772740602495,0.1,107,66.20503432097496,66.30929177313403
4105,100014,23.640564727783204,-12.170759296417236,14,200,0.9953271028037384,5,1.0,0.03257727036252618,-0.03796038776636124,0.0062592747,1.2764058828353881,0.018362328795774374,0.1,108,66.27123179687644,66.10033282832471
4105,100014,17.96322121620178,-9.097766876220703,14,200,1.0,5,1.0,0.003527595785756906,-0.00026445971452631055,0.00019093673,1.0541711568832397,0.020679046399891376,0.1,109,66.05067453860113,66.0791856595195
4105,100014,25.210429787635803,-11.684147930145263,14,200,0.9953271028037384,5,1.0,0.011184131152306993,-0.030439411476254463,0.0043356763,1.2135412335395812,0.054852037504315374,0.1,110,66.14673217848905,66.20777734424493
4105,100014,17.42489061355591,-9.425783729553222,14,200,0.9953271028037384,5,1.0,0.04079770987542967,-0.019155417941510676,0.0018712254,1.2946586648623148,0.05172091107815504,0.1,111,66.11605746370368,66.38360391197259
4105,100014,36.95489038527012,-13.225352096557618,14,200,0.9953271028037384,5,1.0,0.04160126478721698,-0.049230686575174334,0.007689676,1.4095168272654215,0.023051684349775316,0.1,112,66.17035660870077,66.08550898804485
4105,100014,12.027185153961181,-13.447023010253906,14,200,0.9906542056074766,5,1.0,0.048726373041669525,-0.18309095203876496,0.020554382,1.1631335457166037,0.024899253994226454,0.1,113,66.2707896805089,66.40654831775652
4105,100014,38.15057094097138,-12.74042043685913,14,200,0.9953271028037384,5,1.0,0.029559621463219325,-0.013441677298396825,0.0021488839,1.3411622722943624,0.06383949685841799,0.1,114,66.11313557104764,66.18275735905289
4105,100014,24.883089780807495,-9.90472469329834,14,200,0.9906542056074766,5,1.0,0.0207512107056876,-0.05578689053654671,0.007060534,1.2698061029116312,0.017894163035452947,0.1,115,66.33616843202536,65.98931368166491
4105,100014,10.264929676055909,-13.214454460144044,14,200,0.9906542056074766,5,1.0,0.03201776749143998,-0.13301457315683365,0.014974594,1.0362506667772928,0.059998221695423126,0.1,116,66.26432989501266,66.16121498427617
4105,100014,17.921102952957153,-12.177368545532227,14,200,1.0,5,1.0,0.0005511708091944456,-0.00022408426739275455,0.0,1.0456384420394897,0.05199625715613365,0.1,117,66.19224054142333,66.18358670703208
4105,100014,16.59929975271225,-9.297896575927734,14,200,0.985981308411215,5,1.0,0.0976280161490043,-0.4379655420780182,0.05046146,1.4816142837206523,0.025511681288480758,0.1,118,66.28991971354652,66.0210798119028
4105,100014,11.560488033294678,-13.386420249938965,14,200,1.0,5,1.0,0.004478984894619013,-0.0003831151174381375,0.0,0.9968398610750834,0.010736565335173509,0.1,119,66.26535334790566,66.22531342914388
4105,100014,15.63133945465088,-9.513108444213866,14,200,1.0,5,1.0,0.006125697653624229,-0.0011509507487062365,0.00022568174,1.2097326596577962,0.05532911829650402,0.1,120,66.18172675359156,66.21780507764404
4105,100014,20.126680970191956,-9.582257938385009,14,200,0.9953271028037384,5,1.0,0.07673536495616039,-0.07199998646974563,0.01567716,1.5683627605438233,0.06196315623819828,0.1,121,66.07345285688598,66.27177003224843
4105,100014,38.037803494930266,-12.82199821472168,14,200,0.9953271028037384,5,1.0,0.05087551816056172,-0.05018981546163559,0.0074425964,1.654234806696574,0.05834335368126631,0.1,122,66.15919266451237,66.37214600718947
4105,100014,39.38422512412071,-13.162297439575195,14,200,0.9953271028037384,5,1.0,0.04276547798266014,-0.025476860627532006,0.004523999,1.482438051700592,0.05502141527831554,0.1,123,66.0381873059713,66.07915457264905
4105,100014,23.495389127731322,-9.464466762542724,14,200,0.9953271028037384,5,1.0,0.06227775607258081,-0.04843021556735039,0.006507733,1.5036121527353923,0.057682765647768974,0.1,124,66.16145968211568,65.97379620543346
4105,100014,36.5769606590271,-13.533935165405273,14,200,1.0,5,1.0,0.013474026074012121,-0.004254932305775583,0.000876728,1.2751222809155782,0.021013351902365685,0.1,125,66.06308156903522,66.30146843102965
4105,100014,38.647087359428404,-13.3285343170166,14,200,1.0,5,1.0,0.004204510198906064,-0.00061477244598791,0.00013719745,1.3604966123898825,0.011083094718924259,0.1,126,66.0761930388926,66.14619064867044
4105,100014,16.05172207355499,-9.354082775115966,14,200,0.9953271028037384,5,1.0,0.04073093334833781,-0.03548887372016907,0.010579976,1.4104984203974407,0.023401819169521332,0.1,127,66.30140398320856,66.36025949918073
