eps_num,iter,critic_loss,actor_loss,csc_samples_neg,csc_samples_pos,train_acc,snap_iter,beta_score,main_critic_loss,main_actor_loss,main_beta_score,main_prox_critic,main_prox_actor,main_avg_prox_coef,tidx,avg_rewards,one_raw_reward
200,10000,0.5279503851583286,-0.22759463340044023,200,204,0.9554455445544554,10,1.0,0.009598758969332266,-0.07213237313553691,0.31332374,0.09738211649470031,0.016056619445444086,0.09999999999999998,0,-19.999999999999936,-20.000000000000014
200,10000,0.5276597184580168,-0.22771362513303756,200,204,0.9381188118811881,10,1.0,0.010332144983076432,-0.08145356923341751,0.35535127,0.09689562298357486,0.016067266252357514,0.09999999999999998,1,-19.999999999999936,-20.000000000000014
225,15000,0.5214934501752395,-0.07175980508327484,200,204,0.5222772277227723,10,1.0,0.016931617568152434,0.005433647846220992,0.9638306,0.1121264325082302,0.0006532532494748011,0.09999999999999998,0,-19.999999999999936,-20.000000000000014
225,15000,0.5203745786545368,-0.07764479815959931,200,204,0.5198019801980198,10,1.0,0.01732561007176628,0.005791393104591407,0.9797243,0.11203496599569916,0.0006296726297659916,0.09999999999999998,1,-19.999999999999936,-20.000000000000014
250,20000,0.462567561850301,0.16697297990322113,200,204,0.5321782178217822,10,1.0,0.0161874968536722,0.2838058020174503,1.0526488,0.11986731415614486,0.000721578003031027,0.09999999999999998,0,-19.999999999999936,-20.000000000000014
250,20000,0.4641294556142384,0.16702047288417815,200,204,0.5222772277227723,10,1.0,0.01524947779627837,0.2547786071896553,0.94035465,0.11182231625542044,0.0007094487437825592,0.09999999999999998,1,-19.999999999999936,-20.000000000000014
275,25000,0.38174379055271856,0.4130858987569809,200,204,0.5198019801980198,10,1.0,0.012249360324422014,0.4887383940815926,0.9760539,0.10020937209948898,0.0006308497386271483,0.09999999999999998,0,-19.999999999999936,-20.000000000000014
275,25000,0.38288198604332135,0.4163235917687416,200,204,0.5495049504950495,10,1.0,0.013170701406852458,0.5274757647514343,1.0482795,0.10015849256888032,0.0006422644557096646,0.09999999999999998,1,-19.999999999999936,-20.000000000000014
300,30000,0.31236000065800906,0.64599157422781,200,204,0.5247524752475248,10,1.0,0.009114609764483248,0.7168604159355163,0.9658806,0.08745114009827376,0.0006718007045856211,0.09999999999999998,0,-19.999999999999936,-20.000000000000014
300,30000,0.31376682796981187,0.642652477324009,200,204,0.504950495049505,10,1.0,0.009377238901633974,0.7093226802349091,0.96126,0.08773301125504077,0.0006613961131733959,0.09999999999999998,1,-19.999999999999936,-20.000000000000014
