eps_num,iter,critic_loss,actor_loss,csc_samples_neg,csc_samples_pos,train_acc,snap_iter,beta_score,main_critic_loss,main_actor_loss,main_beta_score,main_prox_critic,main_prox_actor,main_avg_prox_coef,tidx,avg_rewards,one_raw_reward
325,35000,0.27358129923959495,0.871929720044136,200,204,0.7475247524752475,10,1.0,0.008130609181644105,0.9235072553157806,0.9562597,0.08685368266887963,0.0006836819450836629,0.09999999999999998,0,-19.999999999999936,-20.000000000000014
325,35000,0.26998170128354104,0.8756190717220307,200,204,0.551980198019802,10,1.0,0.00801932039854364,0.9239284038543701,0.95549905,0.08334047338925302,0.0006938362265282194,0.09999999999999998,1,-19.999999999999936,-20.000000000000014
350,40000,0.23427109088479484,1.08670175075531,200,204,0.5074257425742574,10,1.0,0.0066952113428123995,1.1708770871162415,0.9792963,0.08125097126699984,0.0006605768874374008,0.09999999999999998,0,-19.999999999999936,-20.000000000000014
350,40000,0.2320720323961723,1.0865146100521088,200,204,0.7797029702970297,10,1.0,0.006630190214054892,1.156072348356247,0.9653535,0.07866923891939223,0.0005011264533684479,0.09999999999999998,1,-19.999999999999936,-20.000000000000014
375,45000,0.19906674263602325,1.2942337155342103,200,204,0.5222772277227723,10,1.0,0.005332559787639184,1.3985270166397095,0.9922837,0.08237342966720462,0.0006629462060664082,0.09999999999999998,0,-19.999999999999936,-20.000000000000014
375,45000,0.19895083747051104,1.2943896055221558,200,204,0.5198019801980198,10,1.0,0.005076487723417813,1.364582109451294,0.97118247,0.08238303165882827,0.0006796912123081711,0.09999999999999998,1,-19.999999999999936,-20.000000000000014
400,50000,0.17323191582099753,1.5202303051948547,200,204,0.5297029702970297,10,1.0,0.005005669372794727,1.5681099390983582,0.9721834,0.06270841048564763,0.0006794555370788658,0.09999999999999998,0,-19.999999999999936,-20.000000000000014
400,50000,0.17366163190567932,1.5209018230438232,200,204,0.5222772277227723,10,1.0,0.00485469722561902,1.5518654775619507,0.9627012,0.06646696821320802,0.0006514221465067748,0.09999999999999998,1,-19.999999999999936,-20.000000000000014
425,55000,0.1555160097494081,1.725917887687683,200,204,0.5148514851485149,10,1.0,0.004430313212023976,1.7237666392326354,0.95227844,0.052214451702311634,0.0006180606342451256,0.09999999999999998,0,-19.999999999999936,-20.000000000000014
425,55000,0.15542970157548552,1.725423550605774,200,204,0.693069306930693,10,1.0,0.004328892042526605,1.7317109656333924,0.9567207,0.052817289037629965,0.0006124510997210564,0.09999999999999998,1,-19.999999999999936,-20.000000000000014
450,60000,0.13534627100825675,2.0145713090896606,200,204,0.5198019801980198,10,1.0,0.0033800168438483523,1.9912377142906188,0.9972018,0.03824561935150996,0.000644424729102866,0.09999999999999998,0,-19.999999999999936,-20.000000000000014
450,60000,0.13747857395892424,2.0171223402023317,200,204,0.9306930693069307,10,1.0,0.003227406070104735,1.8894344305992126,0.9448451,0.03701026947936043,0.0006838054810577887,0.09999999999999998,1,-19.999999999999936,-20.000000000000014
475,65000,0.12963071164249412,2.1188276290893553,200,204,0.5668316831683168,10,1.0,0.003175652610700581,2.115721938610077,0.965655,0.0348413635767065,0.0006394751457105486,0.09999999999999998,0,-19.999999999999936,-20.000000000000014
475,65000,0.12696369913692251,2.1155268907547,200,204,0.5198019801980198,10,1.0,0.0032420661173591723,2.127511420249939,0.9733065,0.03143819633172825,0.000606034320787785,0.09999999999999998,1,-19.999999999999936,-20.000000000000014
500,70000,0.12183319053801825,2.3041117668151854,200,204,0.5099009900990099,10,1.0,0.0032577125441139287,2.287039017677307,0.95685065,0.030286721206502987,0.0005048944452455828,0.09999999999999998,0,-19.999999999999936,-20.000000000000014
500,70000,0.12275138982804493,2.307129406929016,200,204,0.5148514851485149,10,1.0,0.003525218444274287,2.3593307876586915,0.9952089,0.03172514504636638,0.0005920693740523575,0.09999999999999998,1,-19.999999999999936,-20.000000000000014
525,75000,0.12044053727813661,2.4887839794158935,200,204,0.9207920792079208,10,1.0,0.0030411662874666946,2.470003604888916,0.9620123,0.030304118645144627,0.000634291146313899,0.09999999999999998,0,-19.999999999999936,-20.000000000000014
525,75000,0.12050075411443686,2.488099241256714,200,204,0.5272277227722773,10,1.0,0.0029571640887616013,2.455444254875183,0.9582216,0.029541411534883082,0.0006479106710321502,0.09999999999999998,1,-19.999999999999936,-20.000000000000014
550,80000,0.11734980505279964,2.671791124343872,200,204,0.5222772277227723,10,1.0,0.0031798987685692738,2.684250440597534,0.9861065,0.022005162242567166,0.000457517093892581,0.09999999999999998,0,-19.999999999999936,-20.000000000000014
550,80000,0.11741536859790358,2.6717042446136476,200,204,0.5272277227722773,10,1.0,0.0031934968341352033,2.6970703315734865,0.98705864,0.02239523353870027,0.00046123011990915506,0.09999999999999998,1,-19.999999999999936,-20.000000000000014
575,85000,0.11892895135533763,2.8430548191070555,200,204,0.5222772277227723,10,1.0,0.0037414330103069915,2.907820672988892,0.99588394,0.02221891718392726,0.0004825577619235588,0.09999999999999998,0,-19.999999999999936,-20.000000000000014
575,85000,0.11856614517109847,2.8441633701324465,200,204,0.5222772277227723,10,1.0,0.003487370703921897,2.886896457672119,0.9899499,0.020193026160704904,0.00044050502003353033,0.09999999999999998,1,-19.999999999999936,-20.000000000000014
600,90000,0.12136470702353108,3.0094964027404787,200,204,0.5198019801980198,10,1.0,0.0035883300564182718,3.018486580848694,0.9770498,0.021350061459233984,0.00063787273206799,0.09999999999999998,0,-19.999999999999936,-20.000000000000014
600,90000,0.12136797767307143,3.0094748973846435,200,204,0.5742574257425742,10,1.0,0.0038253389850410715,2.933846254348755,0.9508878,0.019122397917089983,0.0006345774493433965,0.09999999999999998,1,-19.999999999999936,-20.000000000000014
625,95000,0.1228250892008873,3.1739794254302978,200,204,0.5396039603960396,10,1.0,0.003719991396161504,3.1317643547058105,0.96586955,0.01900803252006881,0.0006345713898053873,0.09999999999999998,0,-19.999999999999936,-20.000000000000014
625,95000,0.12258818482368952,3.173775386810303,200,204,0.5371287128712872,10,1.0,0.0038638492038592176,3.1777902317047118,0.9809712,0.01868629632634111,0.0006114435401752871,0.09999999999999998,1,-19.999999999999936,-20.000000000000014
650,100000,0.12486300981017848,3.3761759281158445,200,204,0.5297029702970297,10,1.0,0.003980898690292634,3.470506467819214,1.0060065,0.015045313821174204,0.0004693033268450364,0.09999999999999998,0,-19.999999999999936,-20.000000000000014
650,100000,0.12521296391441866,3.380893087387085,200,204,0.5148514851485149,10,1.0,0.003921508685795061,3.392695355415344,0.9932626,0.015173630546196365,0.0004768982100079455,0.09999999999999998,1,-19.999999999999936,-20.000000000000014
690,105780,0.4039299590571318,4.8044431686401365,200,204,0.5643564356435643,10,1.0,0.0211919832964486,4.973456974029541,1.0487462,0.013962475538719446,0.0,0.09999999999999998,0,-19.999999999999936,-20.000000000000014
690,105780,0.403584266211692,4.803263854980469,200,204,0.5792079207920792,10,1.0,0.02113890072738286,5.05629153251648,1.0593255,0.014065362780820578,0.0,0.09999999999999998,1,-19.999999999999936,-20.000000000000014
715,110780,0.42024613583289466,5.011676216125489,200,204,0.5173267326732673,10,1.0,0.03239155593211763,5.009368600845337,0.96379185,0.019306193757802247,0.0,0.09999999999999998,0,-19.999999999999936,-20.000000000000014
715,110780,0.4196133114279291,5.009274864196778,200,204,0.905940594059406,10,1.0,0.042489808770769744,5.166251392364502,0.9718789,0.02135969960130751,0.0,0.09999999999999998,1,-19.999999999999936,-20.000000000000014
740,115780,0.39973289203771856,5.44876127243042,200,204,0.8613861386138614,10,1.0,0.03824180386203807,5.780521249771118,0.9790947,0.019678882299922408,0.0,0.09999999999999998,0,-19.999999999999936,-20.000000000000014
740,115780,0.40000152587599586,5.447610569000244,200,204,0.5123762376237624,10,1.0,0.044659836147911844,5.618768434524537,0.96855485,0.020655585834756494,0.0,0.09999999999999998,1,-19.999999999999936,-20.000000000000014
765,120780,0.4292082175044925,5.729281997680664,200,204,0.5099009900990099,10,1.0,0.023325106929405592,5.799582357406616,0.9675169,0.017333597242832184,0.0,0.09999999999999998,0,-19.999999999999936,-20.000000000000014
765,120780,0.4289553486625664,5.72530574798584,200,204,0.5371287128712872,10,1.0,0.03207219124873518,6.282828102111816,1.029509,0.017442681230604648,0.0,0.09999999999999998,1,-19.999999999999936,-20.000000000000014
790,125780,0.3937397997477092,5.855545616149902,200,204,0.5420792079207921,10,1.0,0.028353155878430698,6.682396736145019,1.0255494,0.012816210775636137,0.0,0.09999999999999998,0,-19.999999999999936,-20.000000000000014
790,125780,0.39306782036146615,5.853999042510987,200,204,0.556930693069307,10,1.0,0.03055116114031989,6.526264743804932,0.9935678,0.017478839268442244,0.0,0.09999999999999998,1,-19.999999999999936,-20.000000000000014
